ua_word,en_word,part_of_speech,level
Гонконг,hong,noun,B1
двадцятий,twentieth,adjective,B1
демонстрант,demonstrator,noun,B1
дискримінаційний,discriminatory,adjective,B1
дестабілізувати,destabilize,verb,B1
дитя,child,noun,A1
дослід,experiment,noun,B1
дракон,dragon,noun,B1
Дрогобич,drohobych,noun,B1
душ,shower,noun,B1
емігрувати,to,verb,B1
етнографічний,ethnographic,adjective,B1
Євгеній,inflection,noun,B1
зачинений,closed,adjective,B1
збагатити,enrich,verb,B1
здібний,clever,adjective,B1
зіштовхуватися,jostle,verb,B1
зображувати,represent,verb,B1
індивідуум,individual,noun,B1
Ісландія,iceland,noun,B1
Канів,kaniv,noun,B1
командувати,command,verb,B1
контур,circuit,noun,B1
корм,fodder,noun,B1
королева,queen,noun,B1
кулемет,machine,noun,B1
лавина,avalanche,noun,B1
лице,face,noun,B1
мавпа,monkey,noun,B1
маля,tot,noun,B1
Марта,marta,noun,B1
масонство,freemasonry,noun,B1
матрос,seaman,noun,B1
маячня,bullshit,noun,B1
мемуари,memoir,noun,B1
минувшина,yesteryear,noun,B1
мити,wash,verb,B1
молекулярний,molecular,adjective,B1
Московія,muscovy,noun,B1
Наталка,natalie,noun,B1
невичерпний,inexhaustible,adjective,B1
неволя,captivity,noun,B1
недалеко,not,adverb,A1
недостатність,insufficiency,noun,B1
нерівний,uneven,adjective,B1
обсерваторія,observatory,noun,B1
оголений,nude,adjective,B1
однойменний,eponymous,adjective,B1
олівець,pencil,noun,B1
орел,eagle,noun,B1
очний,ocular,adjective,B1
підзвітність,accountability,noun,B1
підійматися,climb,verb,B1
пластиковий,made,adjective,B1
плівка,film,noun,B1
поглиблювати,deepen,verb,B1
подібність,similarity,noun,B1
покидати,to,verb,B1
покидати,abandon,verb,B1
полісся,low-lying,noun,B1
полководець,general,noun,B1
принизливий,disparaging,adjective,B1
пролетаріат,proletariat,noun,B1
прописка,propiska,noun,B1
проповідь,sermon,noun,B1
протиракетний,antimissile,adjective,B1
прохід,aisle,noun,B1
психіатричний,psychiatric,adjective,B1
п'яний,drunk,adjective,B1
рецензія,review,noun,B1
різати,cut,verb,B1
Славутич,slavutych,noun,B1
рушій,engine,noun,B1
сварка,quarrel,noun,B1
своєчасно,opportunely,adverb,B1
сенатор,senator,noun,B1
скіфський,relating,adjective,B1
спорідненість,relationship,noun,B1
спотворювати,garble,verb,B1
спускатися,descend,verb,B1
стовбур,trunk,noun,B1
тверезий,sober,adjective,B1
технік,technician,noun,B1
тональність,tonality,noun,B1
тотожність,identity,noun,B1
травневий,may,adjective,B1
трофей,booty,noun,B1
фільтр,filter,noun,B1
фонтан,fountain,noun,B1
фунт,pound,noun,B1
холодильник,refrigerator,noun,B1
чавун,cast,noun,B1
чаша,bowl,noun,B1
шити,sew,verb,B1
щільний,dense,adjective,B1
щотижня,weekly,adverb,B1
юнацтво,youth,noun,B1
агресор,aggressor,noun,B1
Алієв,aliyev,noun,B1
алкоголізм,alcoholism,noun,B1
англосаксонський,anglo-saxon,adjective,B1
антиросійський,anti-russian,adjective,B1
арка,arch,noun,B1
багаторазовий,multiple,adjective,B1
балістичний,relating,adjective,B1
безпорадний,helpless,adjective,B1
безсилий,helpless,adjective,B1
бібліотечний,library,adjective,B1
Білл,bill,noun,B1
бойкот,the,noun,B1
бойовик,militant,noun,B1
буквальний,literal,adjective,B1
ванна,bathroom,noun,B1
варварський,barbarian,adjective,B1
виголошувати,to,verb,B1
видний,visible,adjective,B1
викладення,account,noun,B1
викривати,to,verb,B1
вишукувати,to,verb,B1
відправлення,departure,noun,B1
віз,carriage,noun,B1
візантійський,byzantine,adjective,B1
Волга,volga,noun,B1
всесильний,almighty,adjective,B1
вставати,stand,verb,B1
Гаррі,harry,noun,B1
ген,gene,noun,B1
геологія,geology,noun,B1
гордо,proudly,adverb,B1
грізний,terrible,adjective,B1
громадсько-політичний,sociopolitical,adjective,B1
дарунок,gift,noun,B1
двоповерховий,two-storey,adjective,B1
дев'яностий,ninetieth,adjective,B1
дискомфорт,discomfort,noun,B1
держкомісія,committee,noun,B1
детектив,detective,noun,B1
доїхати,arrive,verb,B1
дореволюційний,prerevolutionary,adjective,B1
досьє,file,noun,B1
друкарня,printing,noun,B1
естетика,aesthetics,noun,B1
закохатися,fall,verb,B1
замкнути,to,verb,B1
занепокоєний,worried,adjective,B1
запалити,enkindle,verb,B1
запанувати,to,verb,B1
заповідь,commandment,noun,B1
заспокоювати,reassure,verb,B1
зачіска,hairstyle,noun,B1
зекономити,save,verb,B1
зламатися,fracture,verb,B1
злітати,take,verb,A1
зміїний,serpentine,adjective,B1
імпічмент,impeachment,noun,B1
інтерактивний,interactive,adjective,B1
інтуїція,intuition,noun,B1
Квебек,quebec,noun,B1
кивати,nod,verb,B1
кіностудія,film,noun,B1
коли,as,adverb,B1
косметичний,cosmetic,adjective,B1
крихта,crumb,noun,B1
лавка,bench,noun,B1
лисий,bald,adjective,B1
ліворуч,on,adverb,B1
марити,dream,verb,B1
межувати,neighbour,verb,B1
мести,sweep,verb,B1
модифікація,modification,noun,B1
нав'язуватися,impose,verb,B1
нездійсненний,impracticable,adjective,B1
непомічений,unnoticed,adjective,B1
неприпустимість,inadmissibility,noun,B1
нестерпний,intolerable,adjective,B1
неузгодженість,inconsistency,noun,B1
об'ємний,three-dimensional,adjective,B1
одноголосно,unanimously,adverb,B1
опускати,let,verb,B1
опустити,let,verb,B1
пальто,coat,noun,B1
пансіонат,pension,noun,B1
перелом,turning,noun,B1
перечитати,to,verb,B1
підпорядкувати,subjugate,verb,B1
плющ,ivy,noun,B1
поверхневий,shallow,adjective,B1
повсюдний,ubiquitous,adjective,B1
пожежник,firefighter,noun,B1
попіл,ash,noun,B1
посадка,landing,noun,B1
почувати,feel,verb,A1
прадавній,primeval,adjective,B1
приміряти,try,verb,A1
притягти,to,verb,B1
програміст,programmer,noun,B1
промовець,speaker,noun,B1
райський,paradisaic,adjective,B1
рапорт,report,noun,B1
раритет,rarity,noun,B1
раціонально,rationally,adverb,B1
рецидив,relapse,noun,B1
рідкість,curiosity,noun,B1
робот,robot,noun,B1
славнозвісний,famous,adjective,B1
саботаж,sabotage,noun,B1
самовираження,self-expression,noun,B1
самоціль,end,noun,B1
ситий,full,adjective,B1
сновидіння,dream,noun,B1
сорок,forty,numeral,B1
спадковий,hereditary,adjective,B1
спасіння,salvation,noun,B1
спекулятивний,speculative,adjective,B1
старіти,age,verb,B1
статуя,statue,noun,B1
сяйво,shine,noun,B1
транспортувати,freight,verb,B1
трипільський,trypillian,adjective,B1
тротуар,sidewalk,noun,B1
труна,coffin,noun,B1
турити,to,verb,B1
утекти,flee,verb,B1
Харківщина,kharkivshchyna,noun,B1
хвилювання,thrill,noun,B1
хитрий,cunning,adjective,B1
хореографія,choreography,noun,B1
циган,gypsy,noun,B1
чек,cheque,noun,B1
чутливість,sensitivity,noun,B1
шикарний,chic,adjective,B1
ширина,width,noun,B1
шлунок,stomach,noun,B1
штам,strain,noun,B1
що-небудь,something,pronoun,B1
авіабудування,aeronautics,noun,B1
авіаносець,aircraft,noun,B1
Алжир,algeria,noun,B1
аматор,amateur,noun,B1
анонімний,anonymous,adjective,B1
багнет,bayonet,noun,B1
бандерівець,banderite,noun,B1
безкінечний,infinite,adjective,B1
безперешкодний,unhindered,adjective,B1
безсмертя,immortality,noun,B1
Белград,belgrade,noun,B1
бик,bull,noun,B1
Богуслав,bohuslav,noun,B1
Боснія,bosnia,noun,B1
будапештський,budapestian,adjective,B1
вдивлятися,stare,verb,B1
вибачення,apology,noun,B1
видобування,mining,noun,B1
вилов,catch,noun,B1
губа,lip,noun,B1
відбудова,reconstruction,noun,B1
відеокамера,movie,noun,B1
від'їзд,departure,noun,B1
відобразити,display,verb,B1
відроджувати,to,verb,B1
відроджуватися,to,verb,B1
вінок,wreath,noun,B1
вірно,right,adverb,B1
внизу,down,adverb,B1
воєвода,voivode,noun,B1
галочка,check,noun,B1
гордитися,take,verb,A1
дальність,range,noun,B1
деколи,sometimes,adverb,B1
делікатний,tender,adjective,B1
задумуватися,to,verb,B1
донос,denunciation,noun,B1
експериментувати,to,verb,B1
Єреван,yerevan,noun,B1
жебрак,beggar,noun,B1
живити,to,verb,B1
завзятий,avid,adjective,B1
занурюватися,sink,verb,B1
зараза,contagion,noun,B1
зізнаватися,to,verb,B1
знести,to,verb,B1
зношений,worn,adjective,B1
зовнішність,look,noun,A1
інтонація,intonation,noun,B1
квадрат,square,noun,B1
коїтися,to,verb,B1
комбайн,combine,noun,B1
консерватизм,conservatism,noun,B1
контролер,controller,noun,B1
котел,kettle,noun,B1
лаяти,scold,verb,B1
ліпший,better,adjective,B1
неоціненний,inestimable,adjective,B1
мак,poppy,noun,B1
маріупольський,mariupol,adjective,B1
меню,menu,noun,B1
механіка,mechanics,noun,B1
молодик,bridegroom,noun,B1
монах,monk,noun,B1
монгольський,mongolian,adjective,B1
навігація,navigation,noun,B1
навмисний,deliberate,adjective,B1
наддержава,superpower,noun,B1
накопичити,accumulate,verb,B1
накопичувати,accumulate,verb,B1
налякати,scare,verb,B1
наруга,abuse,noun,B1
невирішений,undecided,adjective,B1
негідник,rogue,noun,B1
нелюдський,nonhuman,adjective,B1
неодмінний,indispensable,adjective,B1
образитися,to,verb,B1
оглядати,examine,verb,B1
патологічний,pathological,adjective,B1
приєднати,annex,verb,B1
османський,ottoman,adjective,B1
параліч,paralysis,noun,B1
педагогіка,pedagogy,noun,B1
переобрання,reelection,noun,B1
піаніст,pianist,noun,B1
підроблений,fake,adjective,B1
піонер,pioneer,noun,B1
повстати,rebel,verb,B1
погіршувати,worsen,verb,B1
поглинати,absorb,verb,B1
поділитися,to,verb,B1
полегшувати,facilitate,verb,B1
постояти,stand,verb,B1
превентивний,preventive,adjective,B1
Прибалтика,baltic,noun,B1
приготувати,cook,verb,B1
прийдешній,forthcoming,adjective,B1
принада,bait,noun,B1
прискіпливий,picky,adjective,B1
притча,parable,noun,B1
притягнути,to,verb,B1
продажний,corrupt,adjective,B1
псевдонім,pseudonym,noun,B1
радо,happily,adverb,B1
Рената,inflection,noun,B1
самвидав,samizdat,noun,B1
систематизувати,systematize,verb,B1
сокира,axe,noun,B1
спрощувати,simplify,verb,B1
стилістика,stylistics,noun,B1
стомлений,tired,adjective,B1
стукати,knock,verb,B1
суперництво,rivalry,noun,B1
сховати,conceal,verb,B1
схожість,similarity,noun,B1
таблетка,pill,noun,B1
Тайвань,taiwan,noun,B1
таран,battering,noun,B1
телескоп,telescope,noun,B1
трійця,trinity,noun,B1
установлювати,set,verb,B1
ухилятися,avoid,verb,B1
фін,finn,noun,B1
хімік,person,noun,B1
хірургічний,surgical,adjective,B1
хрестоматійний,textbook,adjective,B1
цуратися,shun,verb,B1
чорт,deuce,noun,B1
шаповал,capmaker,noun,B1
шляхта,szlachta,noun,B1
яр,bottom,noun,B1
ярмо,yoke,noun,B1
анархія,anarchy,noun,B1
анкета,form,noun,B1
арештувати,arrest,verb,B1
аромат,perfume,noun,B1
артерія,artery,noun,B1
банер,banner,noun,B1
безпечність,unconcern,noun,B1
біблійний,biblical,adjective,B1
біг,god,noun,B1
біомаса,biomass,noun,B1
брама,gate,noun,B1
Бухарест,bucharest,noun,B1
вдача,character,noun,B1
верба,willow,noun,B1
вершник,rider,noun,B1
викрити,to,verb,B1
відвертість,sincerity,noun,B1
відміняти,call,verb,A1
відродитися,to,verb,B1
відсіч,repulse,noun,B1
гак,hook,noun,B1
геометричний,geometric,adjective,B1
горщик,pot,noun,B1
грім,thunder,noun,B1
Грозний,grozny,noun,B1
густий,thick,adjective,B1
демонстративний,demonstrative,adjective,B1
добиратися,to,verb,B1
естрада,stage,noun,B1
завзяття,zeal,noun,B1
задати,set,verb,B1
замикати,to,verb,B1
звузити,narrow,verb,B1
зв'язаний,relative,adjective,B1
зітхнути,sigh,verb,B1
знаменник,denominator,noun,B1
зрідка,seldom,adverb,B1
індивідуально,individually,adverb,B1
Індонезія,indonesia,noun,B1
каста,caste,noun,B1
колоритний,colorful,adjective,B1
конфіденційний,confidential,adjective,B1
коригувати,correct,verb,B1
кровообіг,blood,noun,B1
латвійський,pertaining,adjective,B1
ліпити,to,verb,B1
лісник,forester,noun,B1
непристойний,nasty,adjective,B1
Майкл,michael,noun,B1
маніфестація,protest,noun,B1
маріонетка,marionette,noun,B1
меджліс,majlis,noun,B1
містер,mr,noun,B1
мюзикл,musical,noun,B1
надмірно,excessively,adverb,B1
нанотехнологія,nanotechnology,noun,B1
нападати,attack,verb,B1
невиліковний,incurable,adjective,B1
невігластво,ignorance,noun,B1
недуга,disease,noun,B1
нездоровий,unhealthy,adjective,B1
некерований,unguided,adjective,B1
непридатний,unfit,adjective,B1
одинадцятий,eleventh,adjective,B1
одруження,marriage,noun,B1
одягатися,dress,verb,B1
опрацьовувати,go,verb,A1
пароплав,steamship,noun,B1
перебіжчик,turncoat,noun,B1
передчасний,premature,adjective,B1
переконуватися,make,verb,A1
писанка,pysanka,noun,B1
підлог,forgery,noun,B1
підозрілий,suspect,adjective,B1
підсистема,sub-system,noun,B1
підсудний,defendant,noun,B1
пілот,pilot,noun,B1
пішохід,pedestrian,noun,B1
пішохідний,of,adjective,B1
побратим,blood,noun,B1
повсюди,everywhere,adverb,B1
подзвонити,tingle,verb,B1
познайомити,acquaint,verb,B1
позначати,denote,verb,B1
породжений,born,adjective,B1
пошукати,look,verb,A1
правознавство,jurisprudence,noun,B1
прати,launder,verb,B1
приймання,receipt,noun,B1
примітний,perceptible,adjective,B1
приморський,maritime,adjective,B1
процент,percent,noun,B1
разючий,striking,adjective,B1
розчинятися,dissolve,verb,B1
румун,romanian,noun,B1
рятуватися,escape,verb,B1
самооцінка,self-image,noun,B1
самопочуття,state,noun,B1
сантиметр,centimetre,noun,B1
серпневий,august,adjective,B1
систематизація,systematization,noun,B1
сіно,hay,noun,B1
словак,slovak,noun,B1
соняшник,sunflower,noun,B1
співавторство,coauthorship,noun,B1
співвідноситися,correlate,verb,B1
співучасник,accomplice,noun,B1
сталевий,steel,adjective,B1
стерилізація,sterilization,noun,B1
успадкувати,inherit,verb,B1
усюди,everywhere,adverb,B1
філолог,philologist,noun,B1
хвалити,to,verb,B1
чашка,cup,noun,B1
чобіт,boot,noun,B1
чорно-білий,black-and-white,adjective,B1
широта,latitude,noun,B1
шлагбаум,barrier,noun,B1
авантюрист,adventurer,noun,B1
автомобіліст,motorist,noun,B1
адмірал,admiral,noun,B1
Анастасія,anastasia,noun,B1
амплуа,stock,noun,B1
антибіотик,antibiotic,noun,B1
артеріальний,arterial,adjective,B1
аутсайдер,outsider,noun,B1
бабця,granny,noun,B1
багатопартійний,multiparty,adjective,B1
барвник,dye,noun,B1
башта,tower,noun,B1
безкорисливий,selfless,adjective,B1
бокс,the,noun,B1
братерство,brotherhood,noun,B1
брухт,scrap,noun,B1
валіза,suitcase,noun,B1
варити,cook,verb,B1
вигнання,exile,noun,B1
відгукуватися,to,verb,B1
вісімка,eight,noun,B1
вітамін,vitamin,noun,B1
водогін,water,noun,A1
вологість,moisture,noun,B1
володілець,owner,noun,B1
восьмеро,eight,numeral,B1
вставити,insert,verb,B1
голосно,loudly,adverb,B1
девіз,slogan,noun,B1
демократично,democratically,adverb,B1
задумати,to,verb,B1
діалект,dialect,noun,B1
довірливий,gullible,adjective,B1
довоєнний,pre-war,adjective,B1
економити,save,verb,B1
екстремізм,extremism,noun,B1
жирний,fatty,adjective,B1
жук,beetle,noun,B1
загальмувати,to,verb,B1
заощаджувати,save,verb,B1
засвоювати,adopt,verb,B1
захоплюючий,ravishing,adjective,B1
збіжжя,grain,noun,B1
згоріти,burn,verb,B1
зіпсований,spoiled,adjective,B1
зіштовхнутися,to,verb,B1
зліт,takeoff,noun,B1
знехтувати,ignore,verb,B1
інтелігент,intelligent,noun,B1
істеблішмент,establishment,noun,B1
капітуляція,capitulation,noun,B1
колонізація,colonization,noun,B1
концепт,concept,noun,B1
копіювання,copying,noun,B1
креслення,drawing,noun,B1
лампа,lamp,noun,B1
лютневий,lute,adjective,B1
лютневий,february,adjective,B1
Маріуполь,mariupol,noun,B1
Марко,mark,noun,B1
міщанин,bourgeois,noun,B1
мотор,engine,noun,B1
мужик,mujik,noun,B1
Мукачеве,mukachevo,noun,B1
назовні,out,adverb,B1
наказувати,bid,verb,B1
наклеп,slander,noun,B1
недоторканний,inviolable,adjective,B1
нейтралізація,neutralization,noun,B1
ненадовго,for,adverb,B1
неоднозначність,ambiguity,noun,B1
нити,to,verb,B1
новачок,beginner,noun,B1
норвезький,norwegian,adjective,B1
обманювати,deceive,verb,B1
обурити,to,verb,B1
оволодіти,acquire,verb,B1
одягати,clothe,verb,B1
придумувати,make,verb,A1
парубок,boyfriend,noun,B1
пачка,pack,noun,B1
перевозити,freight,verb,B1
перевозити,to,verb,B1
підпалити,set,verb,B1
покращитися,improve,verb,B1
політв'язень,political,noun,B1
порука,warranty,noun,B1
потихеньку,quietly,adverb,B1
поцілунок,kiss,noun,B1
почерк,script,noun,B1
працьовитий,hardworking,adjective,B1
прибережний,littoral,adjective,B1
приборкати,harness,verb,B1
привіт,regards,noun,B1
привчити,accustom,verb,B1
прилетіти,to,verb,B1
присвячувати,dedicate,verb,B1
пророцтво,prophecy,noun,B1
простояти,to,verb,B1
публіцистика,opinion,noun,B1
пул,pool,noun,B1
радісно,happily,adverb,B1
рідня,kin,noun,B1
розпитати,to,verb,B1
розплачуватися,check,verb,B1
розстрілювати,to,verb,B1
самозахист,self-defense,noun,B1
сателіт,moon,noun,B1
священнослужитель,cleric,noun,B1
секта,sect,noun,B1
собачий,canine,adjective,B1
Сочі,sochi,noun,B1
ступити,to,verb,B1
сущий,existent,adjective,B1
талісман,amulet,noun,B1
темперамент,temperament,noun,B1
темрява,darkness,noun,B1
товщина,thickness,noun,B1
Токіо,tokyo,noun,B1
тракт,tract,noun,B1
тростина,reed,noun,B1
феноменальний,phenomenal,adjective,B1
удосконалити,make,verb,A1
упередження,prejudice,noun,B1
упорядник,organizer,noun,B1
уста,alternative,noun,B1
учениця,pupil,noun,B1
фауна,fauna,noun,B1
хвалитися,boast,verb,B1
холодно,coldly,adverb,B1
цьогоріч,this,adverb,B1
чуття,sense,noun,B1
авантюра,adventure,noun,B1
автоматизація,automation,noun,B1
взаємність,reciprocity,noun,B1
взаємно,mutually,adverb,B1
Антарктика,antarctica,noun,B1
антологія,anthology,noun,B1
артистка,artist,noun,B1
археологія,archaeology,noun,B1
більшовизм,bolshevism,noun,B1
блукати,roam,verb,B1
весільний,bridal,adjective,B1
вмикати,enable,verb,B1
вівця,sheep,noun,B1
відволікати,distract,verb,B1
відмінно,perfectly,adverb,B1
вісімнадцять,eighteen,numeral,B1
водопілля,flood,noun,B1
воло,goitre,noun,B1
встати,rise,verb,B1
вульгарний,vulgar,adjective,B1
генеалогічний,genealogical,adjective,B1
гонитва,rush,noun,B1
грішний,sinful,adjective,B1
дебют,debut,noun,B1
джунглі,jungle,noun,B1
діагностувати,diagnose,verb,B1
довжелезний,extremely,adjective,B1
довільний,arbitrary,adjective,B1
дослівно,verbatim,adverb,B1
дублювати,dub,verb,B1
еколог,ecologist,noun,B1
екосистема,ecosystem,noun,B1
естонець,estonian,noun,B1
жвавий,animated,adjective,B1
життєзабезпечення,life,noun,B1
заангажований,politically,adjective,B1
заглядати,to,verb,B1
залік,credit,noun,B1
залякувати,cow,verb,B1
затоплення,inundation,noun,B1
зріз,section,noun,B1
ідеалістичний,idealistic,adjective,B1
йог,yogi,noun,B1
калина,viburnum,noun,B1
карусель,merry-go-round,noun,B1
каталізатор,catalyst,noun,B1
кістяк,backbone,noun,B1
кішка,cat,noun,A1
кластер,cluster,noun,B1
колективізація,collectivization,noun,B1
конвеєр,pipeline,noun,B1
контрабандний,contraband,adjective,B1
конфіденційність,privacy,noun,B1
конфіскація,confiscation,noun,B1
крити,to,verb,B1
лапа,paw,noun,B1
латиноамериканський,latin,adjective,B1
листопадовий,november,adjective,B1
лінивий,lazy,adjective,B1
лукавий,cunning,adjective,B1
любовний,amorous,adjective,B1
мандрівка,journey,noun,B1
марс,top,noun,B1
металобрухт,scrap,noun,B1
мистецтвознавство,art,noun,B1
молекула,molecule,noun,B1
Мордовія,mordovia,noun,B1
мудрець,sage,noun,B1
мужній,virile,adjective,B1
нахабний,insolent,adjective,B1
незліченний,countless,adjective,B1
неподобство,outrageous,noun,B1
непохитний,unwavering,adjective,B1
неприємно,unpleasantly,adverb,B1
нетерпимість,intolerance,noun,B1
неупередженість,impartiality,noun,B1
ніжинський,nizhyn,adjective,B1
нормалізація,normalization,noun,B2
облога,siege,noun,B2
община,community,noun,B2
одностайність,unanimity,noun,B2
означення,definition,noun,B2
орієнтовний,indicative,adjective,B2
павук,spider,noun,B2
пасив,bottom,noun,B2
пат,stalemate,noun,B2
пацієнтка,patient,noun,B2
перевантажений,overloaded,adjective,B2
перелічити,to,verb,B2
північно-східний,northeastern,adjective,B2
повезти,carry,verb,B2
позавчора,on,adverb,B2
пологи,birth,noun,B2
полум'я,flame,noun,B2
помстити,avenge,verb,B2
посередницький,intermediary,adjective,B2
посягання,encroachment,noun,B2
потерпіти,to,verb,B2
потрійний,triple,adjective,B2
проконтролювати,to,verb,B2
пролетарський,proletarian,adjective,B2
протестантський,protestant,adjective,B2
радикал,radical,noun,B2
рисунок,picture,noun,B2
розбирати,to,verb,B2
розкиданий,scattered,adjective,B2
розрахувати,to,verb,B2
розривати,tear,verb,B2
рядовий,private,noun,B2
сержант,sergeant,noun,B2
слон,elephant,noun,B2
сепаратистський,separatist,adjective,B2
скидання,overthrow,noun,B2
сніп,sheaf,noun,B2
спільник,accomplice,noun,B2
сплав,alloy,noun,B2
сумка,bag,noun,B2
суржик,surzhyk,noun,B2
тарілка,dish,noun,B2
теплота,heat,noun,B2
технологічно,technologically,adverb,B2
тримісячний,three-month,adjective,B2
українофоб,ukrainophobe,noun,B2
чемпіонка,champion,noun,B2
четвірка,four,noun,B2
шосе,highway,noun,B2
альтруїзм,altruism,noun,B2
араб,arab,noun,B2
Аргентина,argentina,noun,B2
афганець,person,noun,B2
багаторазово,many,adverb,B2
балада,ballad,noun,B2
безіменний,anonymous,adjective,B2
бидло,cattle,noun,B2
біосфера,biosphere,noun,B2
Богородиця,theotokos,noun,B2
вагітна,pregnant,noun,B2
вгадати,guess,verb,B2
викрадення,abduction,noun,B2
вилікувати,heal,verb,B2
вимовляти,pronounce,verb,B2
винаходити,invent,verb,B2
Гуам,guam,noun,B2
віддалити,to,verb,B2
відьма,witch,noun,B2
вокальний,vocal,adjective,B2
вседозволеність,all-permissiveness,noun,B2
гайдамак,hajduk,noun,B2
гостинний,hospitable,adjective,B2
готівковий,cash,adjective,B2
громіздкий,bulky,adjective,B2
дбайливо,carefully,adverb,B2
десантний,landing,adjective,B2
діставатися,to,verb,B2
доброта,kindness,noun,B2
доїти,milk,verb,B2
дослідниця,researcher,noun,B2
дрогобицький,drohobych,adjective,B2
епідемічний,like,adjective,B2
живописець,painter,noun,B2
жила,vein,noun,B2
запідозрити,suspect,verb,B2
заручини,engagement,noun,B2
затриматися,to,verb,B2
затримуватися,stay,verb,B2
зачистка,cleaning,noun,B2
збивати,baffle,verb,B2
коньяк,brandy,noun,B2
звуковий,audio,adjective,B2
зле,angrily,adverb,B2
зневажливий,scornful,adjective,B2
іржа,rust,noun,B2
ірландець,irish,noun,B2
Ірпінь,irpin,noun,B2
кабель,cable,noun,B2
кийок,bludgeon,noun,B2
класифікувати,classify,verb,B2
клітка,cage,noun,B2
кореспонденція,correspondence,noun,B2
круговий,circular,adjective,B2
лишити,to,verb,B2
льодяник,lollipop,noun,B2
махати,brandish,verb,B2
машиніст,engineer,noun,B2
маятник,pendulum,noun,B2
медіатор,plectrum,noun,B2
меншовартість,inferiority,noun,B2
мотивований,motivated,adjective,B2
муха,fly,noun,B2
мучити,torture,verb,B2
нагадування,prompt,noun,B2
нагороджувати,give,verb,A1
наодинці,alone,adverb,B2
наповнюватися,fill,verb,B2
наполягти,insist,verb,B2
наручник,handcuff,noun,B2
наступити,tread,verb,B2
натякнути,hint,verb,B2
недооцінювати,underestimate,verb,B2
незграбний,awkward,adjective,B2
непередбачуваність,unpredictability,noun,B2
непоправний,irremediable,adjective,B2
нічий,nobody,pronoun,B2
нонсенс,nonsense,noun,B2
нудно,boringly,adverb,B2
обережність,discretion,noun,B2
обмінятися,exchange,verb,B2
ображатися,to,verb,B2
оздоровниця,sanatorium,noun,B2
опрацювати,go,verb,A1
осмислити,to,verb,B2
оточити,beset,verb,B2
очистити,clarify,verb,B2
паразит,leech,noun,B2
парта,desk,noun,B2
перейменувати,rename,verb,B2
переселити,resettle,verb,B2
перський,persian,adjective,B2
підписатися,subscribe,verb,B2
Пітер,peter,noun,B2
повідати,to,verb,B2
покірний,acquiescent,adjective,B2
покращувати,improve,verb,B2
порох,dust,noun,B2
поспіх,hurry,noun,B2
поспішний,hurried,adjective,B2
прискорювати,accelerate,verb,B2
прізвисько,nickname,noun,B2
проблематичний,problematic,adjective,B2
проукраїнський,pro-ukrainian,adjective,B2
радар,radar,noun,B2
радіус,radius,noun,B2
разити,to,verb,B2
ратуша,city,noun,A1
рибка,fishy,noun,B2
розгублений,embarrassed,adjective,B2
розібратися,to,verb,B2
розігнати,to,verb,B2
розповсюджувати,spread,verb,B2
рятівник,savior,noun,B2
садити,plant,verb,B2
самодостатність,self-sufficiency,noun,B2
симфонічний,symphonic,adjective,B2
скептичний,sceptical,adjective,B2
снаряд,shell,noun,B2
старовина,antiquity,noun,B2
статус-кво,status,noun,B2
схвальний,approving,adjective,B2
танковий,tank,adjective,B2
телепрограма,television,noun,B2
торгуватися,haggle,verb,B2
тренуватися,exercise,verb,B2
трилер,thriller,noun,B2
уживати,use,verb,A1
улюбленець,pet,noun,B2
утопічний,utopian,adjective,B2
фармація,pharmacy,noun,B2
філіал,branch,noun,B2
ходжа,hodja,noun,B2
чарка,tot,noun,B2
чиказький,related,adjective,B2
чума,plague,noun,B2
шпигун,spy,noun,B2
юань,yuan,noun,B2
янгол,angel,noun,B2
ярлик,label,noun,B2
авангардний,avant-garde,adjective,B2
взаємозалежний,interdependent,adjective,B2
Алушта,alushta,noun,B2
афоризм,aphorism,noun,B2
багаття,campfire,noun,B2
барвистий,colorful,adjective,B2
бардак,mess,noun,B2
безстроковий,indefinite,adjective,B2
боєголовка,warhead,noun,B2
бронза,bronze,noun,B2
брунька,bud,noun,B2
брюссельський,brusselian,adjective,B2
вабити,tantalize,verb,B2
вандалізм,vandalism,noun,B2
виснажливий,consumptive,adjective,B2
вищезазначений,aforementioned,adjective,B2
від'ємний,negative,adjective,B2
відрізнити,tell,verb,A1
відсвяткувати,celebrate,verb,B2
відшкодовувати,make,verb,A1
Гаїті,haiti,noun,B2
галявина,glade,noun,B2
гарматний,cannon,adjective,B2
гелікоптер,helicopter,noun,B2
годинний,hour,adjective,B2
граніт,granite,noun,B2
гуцульський,hutsul,adjective,B2
дворянство,nobility,noun,B2
дебютний,debut,adjective,B2
димовий,smoke,adjective,B2
діаметрально,diametrically,adverb,B2
добовий,diurnal,adjective,B2
доручати,charge,verb,B2
достоїнство,dignity,noun,B2
дужка,bracket,noun,B2
електроенергетика,electric,noun,B2
ембарго,embargo,noun,B2
епітет,epithet,noun,B2
Євпаторія,yevpatoria,noun,B2
Єрусалим,jerusalem,noun,B2
закордон,countries,noun,B2
заміняти,substitute,verb,B2
замітка,note,noun,B2
запальний,incendiary,adjective,B2
запозичувати,borrow,verb,B2
затим,therefore,adverb,B2
затишшя,calm,noun,B2
лотерея,lottery,noun,B2
Зеландія,zealand,noun,B2
зламаний,down,adjective,B2
злиденний,poverty-stricken,adjective,B2
